CustomerID,SubscriptionID,Month,Logins,ActiveUsers,FeatureUsed,APICalls,SessionMinutes
C1005,S5005,2024-05-01,17,6.0,API,537,155.9
C1005,S5005,2024-06-01,9,4.0,Integrations,991,124.9
C1005,S5005,2024-07-01,8,5.0,Dashboard,342,73.5
C1005,S5005,2024-08-01,7,3.0,Export,190,269.4
C1005,S5005,2024-09-01,6,5.0,API,8,56.9
C1005,S5005,2024-10-01,9,3.0,Export,959,115.9
C1005,S5005,2024-11-01,3,2.0,Alerts,389,158.1
C1005,S5005,2024-12-01,3,1.0,Reports,1733,92.9
C1006,S5006,2024-09-01,34,26.0,Dashboard,178,375.0
C1006,S5006,2024-10-01,17,8.0,Integrations,2204,183.4
C1006,S5006,2024-11-01,18,7.0,Export,2342,132.0
C1006,S5006,2024-12-01,17,10.0,Reports,4091,87.8
C1007,S5007,2023-03-01,5,3.0,Alerts,410,240.6
C1007,S5007,2023-04-01,7,5.0,Dashboard,466,260.5
C1007,S5007,2023-05-01,1,0.0,Integrations,148,195.1
C1007,S5007,2023-06-01,5,1.0,Integrations,4976,313.9
C1007,S5007,2023-07-01,5,4.0,Export,229,314.4
C1007,S5007,2023-08-01,5,2.0,API,1580,307.9
C1007,S5007,2023-09-01,6,3.0,Dashboard,1086,231.0
C1007,S5007,2023-10-01,5,3.0,Dashboard,177,202.0
C1007,S5007,2023-11-01,3,0.0,API,1456,211.4
C1007,S5007,2023-12-01,5,2.0,Export,3653,184.1
C1007,S5007,2024-01-01,4,2.0,API,2231,215.5
C1007,S5007,2024-02-01,5,4.0,Integrations,321,371.7
C1007,S5007,2024-03-01,4,1.0,Dashboard,768,335.0
C1007,S5007,2024-04-01,9,5.0,Alerts,168,255.1
C1007,S5007,2024-05-01,4,2.0,Reports,59,283.7
C1007,S5007,2024-06-01,3,0.0,Reports,367,216.3
C1007,S5007,2024-07-01,10,4.0,Reports,2070,329.8
C1007,S5007,2024-08-01,7,6.0,Dashboard,54,224.6
C1007,S5007,2024-09-01,3,2.0,Alerts,1262,309.5
C1007,S5007,2024-10-01,6,4.0,Reports,2000,270.5
C1007,S5007,2024-11-01,4,2.0,Dashboard,76,441.4
C1007,S5007,2024-12-01,11,9.0,Dashboard,1954,64.9
C1008,S5008,2024-02-01,11,5.0,Dashboard,2322,365.6
C1008,S5008,2024-03-01,10,4.0,Dashboard,405,154.0
C1008,S5008,2024-04-01,7,4.0,Alerts,5862,121.1
C1008,S5008,2024-05-01,17,14.0,Export,1813,98.8
C1008,S5008,2024-06-01,21,17.0,Alerts,4651,288.0
C1008,S5008,2024-07-01,15,12.0,Export,926,253.2
C1008,S5008,2024-08-01,16,11.0,Alerts,3061,379.4
C1008,S5008,2024-09-01,17,8.0,Dashboard,1938,383.0
C1008,S5008,2024-10-01,9,6.0,Alerts,392,171.1
C1008,S5008,2024-11-01,14,9.0,Integrations,694,318.6
C1008,S5008,2024-12-01,18,14.0,Alerts,1842,349.5
C1009,S5009,2023-07-01,16,6.0,Integrations,1875,212.6
C1009,S5009,2023-08-01,18,13.0,Dashboard,2037,148.7
C1009,S5009,2023-09-01,15,10.0,Integrations,877,308.7
C1009,S5009,2023-10-01,10,7.0,Reports,1019,355.1
C1009,S5009,2023-11-01,11,5.0,Dashboard,28,257.4
C1009,S5009,2023-12-01,9,5.0,Alerts,217,354.0
C1009,S5009,2024-01-01,10,5.0,Export,130,377.7
C1009,S5009,2024-02-01,10,3.0,Export,339,218.1
C1009,S5009,2024-03-01,18,11.0,API,861,256.4
C1009,S5009,2024-04-01,9,3.0,Alerts,334,292.3
C1009,S5009,2024-05-01,14,8.0,Export,143,276.9
C1009,S5009,2024-06-01,10,3.0,Alerts,243,67.3
C1009,S5009,2024-07-01,7,4.0,Alerts,255,213.7
C1009,S5009,2024-08-01,14,6.0,API,644,284.4
C1009,S5009,2024-09-01,11,4.0,API,155,343.8
C1009,S5009,2024-10-01,16,11.0,Dashboard,513,347.6
C1009,S5009,2024-11-01,12,5.0,Reports,449,346.4
C1009,S5009,2024-12-01,10,7.0,Reports,416,312.3
C1010,S5010,2023-11-01,27,12.0,Integrations,2078,221.0
C1010,S5010,2023-12-01,18,5.0,Alerts,60,246.1
C1010,S5010,2024-01-01,12,8.0,Export,355,158.9
C1010,S5010,2024-02-01,8,3.0,Reports,594,212.7
C1010,S5010,2024-03-01,5,2.0,Export,475,126.3
C1010,S5010,2024-04-01,11,3.0,API,754,39.6
C1011,S5011,2023-05-01,2,0.0,Reports,109,291.2
C1011,S5011,2023-06-01,3,2.0,API,248,318.2
C1011,S5011,2023-07-01,6,3.0,Alerts,700,242.1
C1011,S5011,2023-08-01,3,0.0,Export,677,328.8
C1011,S5011,2023-09-01,3,1.0,API,812,209.4
C1011,S5011,2023-10-01,5,1.0,Integrations,2084,373.2
C1011,S5011,2023-11-01,6,2.0,Integrations,164,335.1
C1011,S5011,2023-12-01,8,6.0,Export,476,64.5
C1011,S5011,2024-01-01,4,2.0,Alerts,30,324.0
C1011,S5011,2024-02-01,8,4.0,Export,304,199.8
C1011,S5011,2024-03-01,3,2.0,API,3130,205.9
C1011,S5011,2024-04-01,5,3.0,Alerts,137,261.9
C1011,S5011,2024-05-01,4,3.0,Integrations,68,277.0
C1011,S5011,2024-06-01,6,3.0,Integrations,2191,187.6
C1011,S5011,2024-07-01,9,5.0,Alerts,3975,283.3
C1011,S5011,2024-08-01,2,0.0,Alerts,867,150.1
C1011,S5011,2024-09-01,1,0.0,Alerts,267,199.4
C1011,S5011,2024-10-01,6,4.0,Dashboard,2341,395.9
C1011,S5011,2024-11-01,4,1.0,API,0,259.2
C1011,S5011,2024-12-01,8,6.0,Integrations,3602,306.7
C1012,S5012,2023-02-01,1,0.0,API,539,239.2
C1012,S5012,2023-03-01,4,3.0,Alerts,1221,155.7
C1012,S5012,2023-04-01,1,0.0,Export,156,262.9
C1012,S5012,2023-05-01,4,3.0,Reports,645,233.8
C1012,S5012,2023-06-01,1,0.0,API,1579,188.4
C1012,S5012,2023-07-01,2,1.0,API,93,136.8
C1012,S5012,2023-08-01,1,0.0,Dashboard,904,75.9
C1012,S5012,2023-09-01,0,0.0,Dashboard,1405,137.5
C1012,S5012,2023-10-01,0,0.0,Alerts,79,252.5
C1012,S5012,2023-11-01,0,0.0,Reports,206,32.6
C1013,S5013,2024-12-01,0,0.0,Reports,71,242.1
C1014,S5015,2024-07-01,6,4.0,Alerts,865,330.9
C1014,S5015,2024-08-01,8,7.0,Export,667,345.4
C1014,S5015,2024-09-01,4,3.0,Integrations,3034,257.9
C1014,S5015,2024-10-01,6,3.0,API,3593,326.4
C1014,S5015,2024-11-01,3,1.0,Integrations,399,67.0
C1014,S5015,2024-12-01,10,4.0,Reports,972,346.9
C1015,S5016,2024-01-01,10,8.0,API,2,130.6
C1015,S5016,2024-02-01,2,0.0,Integrations,3728,394.8
C1015,S5016,2024-03-01,6,3.0,Integrations,825,199.6
C1015,S5016,2024-04-01,4,3.0,Export,530,312.5
C1015,S5016,2024-05-01,4,1.0,Dashboard,450,214.1
C1015,S5016,2024-06-01,4,3.0,Alerts,3193,223.1
C1015,S5016,2024-07-01,6,4.0,Integrations,34,368.5
C1015,S5016,2024-08-01,5,2.0,API,686,238.8
C1015,S5016,2024-09-01,3,2.0,Alerts,510,231.0
C1015,S5016,2024-10-01,7,5.0,Alerts,687,330.2
C1015,S5016,2024-11-01,8,2.0,Integrations,1223,158.2
C1015,S5016,2024-12-01,2,1.0,API,3950,356.9
C1016,S5017,2024-01-01,6,3.0,Alerts,1417,254.8
C1016,S5017,2024-02-01,0,0.0,Dashboard,71,128.7
C1016,S5017,2024-03-01,3,2.0,Export,1341,134.4
C1016,S5017,2024-04-01,5,2.0,Alerts,594,117.7
C1016,S5017,2024-05-01,4,1.0,Dashboard,942,114.7
C1016,S5017,2024-06-01,2,0.0,Integrations,547,174.2
C1016,S5017,2024-07-01,6,3.0,Alerts,851,259.6
C1016,S5017,2024-08-01,4,2.0,Reports,156,89.1
C1016,S5017,2024-09-01,5,1.0,Integrations,261,136.1
C1016,S5017,2024-10-01,2,1.0,API,204,144.3
C1016,S5017,2024-11-01,0,0.0,Alerts,85,72.5
C1016,S5017,2024-12-01,1,0.0,Dashboard,203,94.6
C1017,S5018,2024-06-01,2,1.0,Export,173,363.5
C1017,S5018,2024-07-01,6,4.0,Dashboard,126,297.7
C1017,S5018,2024-08-01,4,2.0,Integrations,836,74.6
C1017,S5018,2024-09-01,4,3.0,Integrations,140,258.5
C1017,S5018,2024-10-01,4,1.0,Integrations,555,271.3
C1017,S5018,2024-11-01,1,0.0,Reports,826,313.5
C1017,S5018,2024-12-01,3,2.0,Export,166,250.1
C1018,S5019,2024-03-01,7,3.0,Export,555,135.7
C1018,S5019,2024-04-01,6,4.0,Integrations,1251,401.3
C1018,S5019,2024-05-01,7,3.0,Dashboard,782,219.6
C1018,S5019,2024-06-01,9,5.0,API,447,320.5
C1018,S5019,2024-07-01,5,2.0,Reports,2069,444.6
C1018,S5019,2024-08-01,9,5.0,Integrations,0,322.6
C1018,S5019,2024-09-01,11,5.0,Dashboard,306,62.6
C1018,S5019,2024-10-01,13,10.0,API,772,347.7
C1018,S5019,2024-11-01,11,9.0,Reports,689,237.8
C1018,S5019,2024-12-01,9,7.0,Export,1076,267.2
C1019,S5020,2024-04-01,16,13.0,Reports,583,219.9
C1019,S5020,2024-05-01,16,5.0,API,329,314.9
C1019,S5020,2024-06-01,14,12.0,API,49,303.3
C1019,S5020,2024-07-01,18,11.0,API,806,347.0
C1019,S5020,2024-08-01,16,7.0,Dashboard,1758,206.6
C1019,S5020,2024-09-01,22,10.0,Export,3165,223.0
C1019,S5020,2024-10-01,13,4.0,Dashboard,553,296.9
C1019,S5020,2024-11-01,19,7.0,Alerts,1211,255.0
C1019,S5020,2024-12-01,15,4.0,Export,257,305.7
C1020,S5021,2023-12-01,13,9.0,Export,123,272.0
C1020,S5021,2024-01-01,13,9.0,Dashboard,1648,113.9
C1020,S5021,2024-02-01,6,2.0,Export,1955,240.2
C1020,S5021,2024-03-01,3,1.0,API,83,239.9
C1020,S5021,2024-04-01,6,3.0,Alerts,668,4.6
C1020,S5021,2024-05-01,10,7.0,Export,26,85.9
C1020,S5021,2024-06-01,4,2.0,Integrations,160,188.5
C1021,S5022,2023-05-01,14,7.0,Alerts,234,286.1
C1021,S5022,2023-06-01,13,7.0,Alerts,55,145.5
C1021,S5022,2023-07-01,14,11.0,Integrations,120,268.4
C1021,S5022,2023-08-01,11,8.0,Alerts,737,250.9
C1021,S5022,2023-09-01,10,4.0,Alerts,3275,154.0
C1021,S5022,2023-10-01,16,7.0,Dashboard,1250,324.7
C1021,S5022,2023-11-01,20,15.0,API,548,307.9
C1021,S5022,2023-12-01,8,2.0,Dashboard,247,329.0
C1021,S5022,2024-01-01,7,5.0,Export,2310,165.3
C1021,S5022,2024-02-01,12,8.0,API,941,182.7
C1021,S5022,2024-03-01,14,5.0,Export,1422,358.8
C1021,S5022,2024-04-01,16,5.0,Alerts,4387,179.4
C1021,S5022,2024-05-01,11,5.0,Integrations,2561,393.9
C1021,S5022,2024-06-01,15,10.0,Alerts,632,208.2
C1021,S5022,2024-07-01,12,8.0,Dashboard,109,188.9
C1021,S5022,2024-08-01,19,14.0,Integrations,1422,290.5
C1021,S5022,2024-09-01,18,6.0,Reports,446,136.1
C1021,S5022,2024-10-01,13,9.0,API,893,226.1
C1021,S5022,2024-11-01,12,7.0,API,319,157.4
C1021,S5022,2024-12-01,9,5.0,Dashboard,585,376.5
C1022,S5023,2023-09-01,1,0.0,Alerts,1197,217.8
C1022,S5023,2023-10-01,2,0.0,Integrations,514,61.0
C1022,S5023,2023-11-01,4,3.0,API,1095,395.2
C1022,S5023,2023-12-01,5,2.0,Reports,373,192.6
C1022,S5023,2024-01-01,1,0.0,Alerts,820,374.2
C1022,S5023,2024-02-01,3,1.0,Reports,3053,176.8
C1022,S5023,2024-03-01,3,2.0,API,566,371.9
C1022,S5023,2024-04-01,2,0.0,Dashboard,1453,303.8
C1022,S5023,2024-05-01,4,3.0,Alerts,1398,234.2
C1022,S5023,2024-06-01,3,1.0,Alerts,589,170.1
C1022,S5023,2024-07-01,1,0.0,Alerts,1771,44.9
C1022,S5023,2024-08-01,5,1.0,API,995,191.8
C1022,S5023,2024-09-01,1,0.0,Alerts,1380,254.5
C1022,S5023,2024-10-01,4,2.0,Alerts,5290,284.3
C1022,S5023,2024-11-01,1,0.0,Dashboard,690,239.2
C1022,S5023,2024-12-01,4,2.0,Alerts,1170,315.3
C1023,S5024,2024-08-01,4,1.0,Dashboard,1705,417.3
C1023,S5024,2024-09-01,1,0.0,Reports,3686,194.1
C1023,S5024,2024-10-01,1,0.0,API,1753,201.0
C1023,S5024,2024-11-01,5,1.0,Reports,32,241.6
C1023,S5024,2024-12-01,3,2.0,Integrations,352,308.1
C1024,S5025,2024-10-01,13,5.0,Export,451,115.1
C1024,S5025,2024-11-01,15,5.0,Dashboard,675,384.1
C1024,S5025,2024-12-01,19,12.0,Alerts,18,271.2
C1025,S5026,2023-04-01,3,0.0,Dashboard,1953,281.5
C1025,S5026,2023-05-01,6,2.0,Export,481,337.3
C1025,S5026,2023-06-01,2,1.0,Alerts,466,246.7
C1025,S5026,2023-07-01,6,4.0,Reports,2426,222.9
C1025,S5026,2023-08-01,2,0.0,Alerts,841,356.9
C1025,S5026,2023-09-01,3,2.0,Reports,740,219.7
C1025,S5026,2023-10-01,4,3.0,API,1588,236.8
C1025,S5026,2023-11-01,1,0.0,Export,414,99.0
C1025,S5026,2023-12-01,3,2.0,Dashboard,2977,288.7
C1025,S5026,2024-01-01,3,1.0,Alerts,316,151.7
C1025,S5026,2024-02-01,1,0.0,Dashboard,221,319.8
C1025,S5026,2024-03-01,4,3.0,Integrations,6103,105.7
C1025,S5026,2024-04-01,4,2.0,Export,1500,198.3
C1025,S5026,2024-05-01,5,1.0,Integrations,1033,249.8
C1025,S5026,2024-06-01,5,3.0,API,31,280.0
C1025,S5026,2024-07-01,2,1.0,API,4156,337.0
C1025,S5026,2024-08-01,4,2.0,API,388,426.2
C1025,S5026,2024-09-01,3,2.0,Dashboard,1037,339.6
C1025,S5026,2024-10-01,2,1.0,API,143,322.7
C1025,S5026,2024-11-01,5,3.0,Dashboard,2414,283.3
C1025,S5026,2024-12-01,2,1.0,Reports,4313,309.2
C1026,S5027,2024-05-01,11,9.0,Export,834,205.7
C1026,S5027,2024-06-01,9,6.0,Alerts,534,229.0
C1026,S5027,2024-07-01,13,7.0,Dashboard,1879,213.4
C1026,S5027,2024-08-01,11,3.0,Dashboard,579,219.3
C1026,S5027,2024-09-01,8,6.0,Dashboard,600,17.8
C1026,S5027,2024-10-01,4,2.0,Reports,936,115.5
C1026,S5027,2024-11-01,3,1.0,Reports,670,43.5
C1026,S5027,2024-12-01,3,1.0,API,88,159.9
C1027,S5028,2023-05-01,3,2.0,API,475,274.6
C1027,S5028,2023-06-01,5,3.0,Alerts,529,180.6
C1027,S5028,2023-07-01,4,2.0,Alerts,251,92.7
C1027,S5028,2023-08-01,3,2.0,API,485,206.5
C1027,S5028,2023-09-01,2,1.0,Dashboard,569,142.6
C1027,S5028,2023-10-01,1,0.0,Alerts,449,21.7
C1028,S5029,2023-06-01,17,7.0,Integrations,929,188.1
C1028,S5029,2023-07-01,18,12.0,Reports,1807,360.6
C1028,S5029,2023-08-01,15,11.0,Alerts,1718,160.7
C1028,S5029,2023-09-01,17,13.0,Integrations,1211,234.8
C1028,S5029,2023-10-01,6,4.0,Reports,324,304.7
C1028,S5029,2023-11-01,12,7.0,Reports,414,77.5
C1028,S5029,2023-12-01,11,9.0,Integrations,0,183.7
C1028,S5029,2024-01-01,13,9.0,Reports,1131,112.9
C1028,S5029,2024-02-01,12,10.0,API,476,19.0
C1028,S5029,2024-03-01,12,8.0,Dashboard,338,158.6
C1028,S5029,2024-04-01,13,4.0,Integrations,380,137.5
C1028,S5029,2024-05-01,10,8.0,API,1365,183.8
C1028,S5029,2024-06-01,8,3.0,Dashboard,881,163.3
C1028,S5029,2024-07-01,6,3.0,Dashboard,2224,40.1
C1028,S5029,2024-08-01,11,3.0,Export,670,298.9
C1028,S5029,2024-09-01,6,3.0,Dashboard,54,229.6
C1028,S5029,2024-10-01,8,4.0,Export,219,123.1
C1028,S5029,2024-11-01,6,2.0,Export,474,30.8
C1028,S5029,2024-12-01,5,3.0,Reports,196,0.0
C1029,S5030,2024-01-01,10,3.0,Dashboard,578,295.7
C1029,S5030,2024-02-01,4,2.0,Export,1466,200.1
C1029,S5030,2024-03-01,9,4.0,Export,126,399.3
C1029,S5030,2024-04-01,6,3.0,API,1589,364.9
C1029,S5030,2024-05-01,7,3.0,Dashboard,357,240.1
C1029,S5030,2024-06-01,7,3.0,Alerts,2136,226.8
C1029,S5030,2024-07-01,10,6.0,Alerts,2209,365.3
C1029,S5030,2024-08-01,11,4.0,Dashboard,1655,327.1
C1029,S5030,2024-09-01,5,2.0,Export,159,152.5
C1029,S5030,2024-10-01,6,3.0,Alerts,886,237.2
C1029,S5030,2024-11-01,3,1.0,Alerts,1123,226.7
C1029,S5030,2024-12-01,3,1.0,Reports,2309,142.1
C1030,S5031,2023-04-01,20,12.0,API,961,236.5
C1030,S5031,2023-05-01,15,7.0,Reports,1479,240.1
C1030,S5031,2023-06-01,15,12.0,Alerts,249,253.7
C1030,S5031,2023-07-01,19,14.0,Dashboard,333,145.5
C1030,S5031,2023-08-01,16,14.0,Alerts,508,238.9
C1030,S5031,2023-09-01,21,17.0,Alerts,99,345.9
C1030,S5031,2023-10-01,23,20.0,Integrations,6,476.0
C1030,S5031,2023-11-01,19,9.0,Dashboard,734,352.7
C1030,S5031,2023-12-01,15,5.0,Alerts,497,402.0
C1030,S5031,2024-01-01,14,5.0,Alerts,1393,213.3
C1030,S5031,2024-02-01,23,7.0,Alerts,1100,288.4
C1030,S5031,2024-03-01,13,6.0,Alerts,848,354.9
C1030,S5031,2024-04-01,15,4.0,Export,1386,331.9
C1030,S5031,2024-05-01,22,11.0,Export,569,182.4
C1030,S5031,2024-06-01,28,21.0,Alerts,614,153.8
C1030,S5031,2024-07-01,19,6.0,Alerts,1040,147.7
C1030,S5031,2024-08-01,19,15.0,Export,661,269.8
C1030,S5031,2024-09-01,21,9.0,Reports,1548,190.7
C1030,S5031,2024-10-01,19,14.0,API,407,344.1
C1030,S5031,2024-11-01,22,12.0,Alerts,637,311.5
C1030,S5031,2024-12-01,18,11.0,Reports,1228,196.2
C1033,S5034,2023-11-01,13,7.0,Dashboard,1811,190.9
C1033,S5034,2023-12-01,16,10.0,Alerts,2219,205.7
C1033,S5034,2024-01-01,4,2.0,Dashboard,618,445.7
C1033,S5034,2024-02-01,14,8.0,Reports,1391,197.5
C1033,S5034,2024-03-01,7,6.0,API,1575,320.3
C1033,S5034,2024-04-01,8,7.0,Alerts,642,129.7
C1033,S5034,2024-05-01,14,11.0,Dashboard,2786,178.9
C1033,S5034,2024-06-01,8,2.0,Export,1761,223.5
C1033,S5034,2024-07-01,9,2.0,Reports,2019,278.0
C1033,S5034,2024-08-01,13,10.0,API,85,252.8
C1033,S5034,2024-09-01,13,11.0,Dashboard,1009,388.3
C1033,S5034,2024-10-01,9,6.0,Dashboard,555,285.2
C1033,S5034,2024-11-01,13,7.0,Dashboard,286,360.0
C1033,S5034,2024-12-01,5,4.0,Integrations,1987,273.8
C1035,S5036,2023-06-01,12,6.0,Reports,7,313.5
C1035,S5036,2023-07-01,9,7.0,Reports,5336,246.7
C1035,S5036,2023-08-01,4,1.0,Integrations,6960,333.9
C1035,S5036,2023-09-01,9,4.0,Integrations,232,177.3
C1035,S5036,2023-10-01,6,4.0,Dashboard,12,104.3
C1035,S5036,2023-11-01,12,9.0,API,1883,299.3
C1035,S5036,2023-12-01,7,3.0,Reports,3009,374.2
C1035,S5036,2024-01-01,10,5.0,Integrations,142,304.4
C1035,S5036,2024-02-01,7,5.0,Export,367,367.9
C1035,S5036,2024-03-01,13,8.0,API,349,336.1
C1035,S5036,2024-04-01,9,4.0,Integrations,536,345.8
C1035,S5036,2024-05-01,11,9.0,Dashboard,4576,408.0
C1035,S5036,2024-06-01,8,3.0,Reports,243,202.6
C1035,S5036,2024-07-01,7,2.0,Alerts,5,325.8
C1035,S5036,2024-08-01,12,8.0,Alerts,1482,314.3
C1035,S5036,2024-09-01,6,3.0,Dashboard,279,326.2
C1035,S5036,2024-10-01,12,8.0,Export,642,166.4
C1035,S5036,2024-11-01,10,5.0,Reports,806,233.2
C1035,S5036,2024-12-01,7,3.0,Reports,1210,220.7
C1036,S5037,2023-08-01,6,5.0,API,2622,298.4
C1036,S5037,2023-09-01,6,1.0,API,1688,169.9
C1036,S5037,2023-10-01,9,7.0,Export,784,295.8
C1036,S5037,2023-11-01,13,9.0,Export,1950,273.7
C1036,S5037,2023-12-01,11,5.0,Alerts,5295,250.5
C1036,S5037,2024-01-01,7,5.0,Alerts,2125,150.1
C1036,S5037,2024-02-01,10,5.0,Integrations,2159,255.3
C1036,S5037,2024-03-01,11,8.0,Dashboard,185,222.6
C1036,S5037,2024-04-01,12,10.0,Dashboard,2406,264.5
C1036,S5037,2024-05-01,11,8.0,Dashboard,3517,405.8
C1036,S5037,2024-06-01,7,2.0,Dashboard,904,159.1
C1036,S5037,2024-07-01,14,5.0,Dashboard,349,176.1
C1036,S5037,2024-08-01,12,10.0,Integrations,1824,305.4
C1036,S5037,2024-09-01,12,8.0,Alerts,1157,38.1
C1036,S5037,2024-10-01,9,3.0,Integrations,1619,411.0
C1036,S5037,2024-11-01,8,6.0,Dashboard,2876,109.2
C1036,S5037,2024-12-01,10,5.0,Dashboard,367,171.1
C1037,S5038,2024-02-01,4,3.0,API,597,301.0
C1037,S5038,2024-03-01,6,4.0,Reports,1203,151.7
C1037,S5038,2024-04-01,2,1.0,Export,1336,271.0
C1037,S5038,2024-05-01,8,6.0,Dashboard,332,360.2
C1037,S5038,2024-06-01,6,3.0,Reports,340,139.7
C1037,S5038,2024-07-01,4,3.0,Alerts,1366,131.6
C1037,S5038,2024-08-01,4,2.0,Export,571,148.2
C1037,S5038,2024-09-01,5,1.0,Reports,257,79.8
C1037,S5038,2024-10-01,0,0.0,Alerts,343,163.6
C1037,S5038,2024-11-01,2,0.0,API,56,28.4
C1037,S5038,2024-12-01,1,0.0,Dashboard,222,136.5
C1038,S5039,2023-05-01,8,3.0,API,1756,196.1
C1038,S5039,2023-06-01,6,4.0,Export,353,123.3
C1038,S5039,2023-07-01,9,5.0,API,2399,182.1
C1038,S5039,2023-08-01,3,1.0,Export,141,193.0
C1038,S5039,2023-09-01,7,5.0,Integrations,274,156.2
C1038,S5039,2023-10-01,6,2.0,Integrations,19,183.6
C1038,S5039,2023-11-01,7,5.0,Export,1801,20.9
C1038,S5039,2023-12-01,1,0.0,Alerts,399,119.0
C1038,S5039,2024-01-01,5,2.0,Reports,460,75.3
C1038,S5039,2024-02-01,1,0.0,Integrations,31,159.1
C1038,S5039,2024-03-01,5,2.0,Integrations,274,0.0
C1038,S5039,2024-04-01,6,4.0,Reports,407,273.1
C1038,S5039,2024-05-01,6,5.0,Export,478,196.2
C1038,S5039,2024-06-01,1,0.0,Integrations,364,0.0
C1039,S5040,2023-03-01,1,0.0,Dashboard,1081,232.7
C1039,S5040,2023-04-01,2,0.0,API,1329,189.2
C1039,S5040,2023-05-01,5,4.0,Integrations,149,144.8
C1039,S5040,2023-06-01,3,1.0,Reports,1131,198.4
C1039,S5040,2023-07-01,3,2.0,Reports,518,221.1
C1039,S5040,2023-08-01,2,1.0,API,1373,231.9
C1039,S5040,2023-09-01,2,1.0,Reports,1307,269.7
C1039,S5040,2023-10-01,4,1.0,API,3567,160.0
C1039,S5040,2023-11-01,6,4.0,API,1632,490.2
C1039,S5040,2023-12-01,6,3.0,Reports,970,149.5
C1039,S5040,2024-01-01,8,6.0,Dashboard,3266,292.1
C1039,S5040,2024-02-01,2,0.0,Alerts,1011,287.3
