CustomerID,CompanyName,Industry,MRR,Seats,Status
C1029,"Sai Khan Technologies",Manufacturing,698.6,6,Active
C1043,"Aadhya Khan Systems",Manufacturing,698.6,6,Churned
C1105,"Riya Gupta Labs",Media,698.6,6,Active
C1132,"Sneha Khan Solutions",Finance,698.6,6,Paused
C1227,"Karthik Das Industries",Healthcare,698.6,6,Churned
C1230,"Ishaan Patel Industries",Retail,698.6,6,Active
C1249,"Ananya Singh Solutions",Manufacturing,698.6,6,Active
C1264,"Aarav Nair Solutions",Education,698.6,6,Active
C1297,"Naveen Sharma Technologies",Manufacturing,698.6,6,Active
C1355,"Nikita Reddy Technologies",Finance,698.6,11,Churned
C1377,"Zoya Bose Technologies",Logistics,698.6,6,Churned
C1007,"Sai Das Technologies",Logistics,658.68,5,Active
C1048,"Aman Singh Labs",Finance,658.68,5,Active
C1056,"Kavya Rao Systems",Healthcare,658.68,5,Active
C1059,"Myra Verma Labs",Media,658.68,5,Active
C1093,"Aarav Joshi Technologies",Retail,658.68,5,Active
C1111,"Priya Khan Industries",Unknown,658.68,5,Active
C1154,"Kiara Das Group",Unknown,658.68,5,Churned
C1169,"Reyansh Menon Solutions",Manufacturing,658.68,5,Active
C1209,"Rahul Khan Systems",Media,658.68,5,Churned
C1220,"Diya Rao Solutions",Logistics,658.68,5,Active
C1258,"Myra Verma Technologies",Media,658.68,5,Churned
C1296,"Saanvi Khan Group",Healthcare,658.68,5,Active
C1336,"Sai Reddy Industries",Education,658.68,5,Active
C1359,"Aman Rao Group",Finance,658.68,5,Active
C1361,"Meera Khan Systems",Retail,658.68,5,Active
C1370,"Arun Joshi Group",Logistics,658.68,5,Active
C1399,"Aman Patel Technologies",Healthcare,658.68,5,Churned
C1416,"Sneha Sharma Systems",Healthcare,658.68,5,Active
C1005,"Tara Joshi Systems",Logistics,618.76,4,Churned
C1085,"Aditya Reddy Group",Logistics,618.76,4,Churned
C1091,"Myra Nair Solutions",Finance,618.76,4,Active
C1153,"Aadhya Patel Solutions",Media,618.76,4,Active
C1246,"Aditya Sharma Group",Finance,618.76,4,Active
C1332,"Diya Singh Labs",Finance,618.76,4,Active
C1348,"Aditya Menon Labs",Healthcare,618.76,4,Active
C1356,"Divya Joshi Industries",Retail,618.76,4,Active
C1150,"Rahul Singh Technologies",Education,578.84,3,Churned
C1187,"Pooja Gupta Group",Manufacturing,578.84,3,Active
C1233,"Deepak Patel Labs",Manufacturing,578.84,3,Active
C1212,"Sai Verma Solutions",Retail,538.92,2,Active
C1330,"Ananya Sharma Group",Finance,538.92,2,Active
C1041,"Sanjay Khan Systems",Manufacturing,437.8,16,Active
C1214,"Sneha Sharma Technologies",Logistics,405.96,14,Active
C1052,"Aadhya Reddy Labs",Finance,390.04,13,Active
C1299,"Rahul Iyer Group",Healthcare,374.12,12,Active
C1062,"Kavya Das Solutions",Manufacturing,358.2,11,Churned
C1237,"Arun Rao Systems",Logistics,358.2,11,Active
C1294,"Meera Singh Group",Education,358.2,11,Churned
C1033,"Arun Sharma Industries",Logistics,342.28,10,Active
C1137,"Arun Verma Labs",Finance,342.28,10,Churned
C1190,"Myra Joshi Solutions",Retail,342.28,10,Active
C1262,"Arun Joshi Group",Retail,342.28,10,Active
C1266,"Arun Nair Systems",Education,342.28,10,Active
C1274,"Aadhya Khan Systems",Finance,342.28,10,Churned
C1316,"Deepak Reddy Group",Education,342.28,10,Active
C1328,"Karthik Nair Labs",Media,342.28,10,Churned
C1338,"Aadhya Singh Systems",Manufacturing,342.28,10,Active
C1401,"Naveen Gupta Solutions",Finance,342.28,10,Churned
C1019,"Deepak Nair Labs",Finance,326.36,9,Active
C1040,"Reyansh Nair Labs",Retail,326.36,9,Active
C1050,"Arun Khan Solutions",Retail,326.36,9,Churned
C1067,"Tara Khan Group",Logistics,326.36,9,Active
C1071,"Arjun Patel Labs",Education,326.36,9,Active
C1090,"Aarav Menon Group",Manufacturing,326.36,9,Churned
C1142,"Kavya Reddy Technologies",Education,326.36,9,Active
C1178,"Isha Menon Solutions",Retail,326.36,9,Active
C1183,"Sanjay Gupta Labs",Manufacturing,326.36,9,Churned
C1286,"Krishna Khan Solutions",Media,326.36,9,Active
C1312,"Saanvi Bose Labs",Logistics,326.36,9,Active
C1317,"Divya Patel Systems",Retail,326.36,9,Active
C1320,"Vihaan Nair Labs",Retail,326.36,9,Churned
C1346,"Krishna Sharma Group",Retail,326.36,9,Active
C1378,"Sneha Reddy Solutions",Logistics,326.36,9,Churned
C1396,"Sai Joshi Systems",Finance,326.36,9,Churned
C1398,"Zoya Rao Group",Healthcare,326.36,9,Churned
C1410,"Isha Khan Technologies",Media,326.36,9,Churned
C1414,"Zoya Joshi Solutions",Education,326.36,9,Churned
C1417,"Naveen Patel Technologies",Healthcare,326.36,9,Churned
C1418,"Naveen Patel Technologies",Manufacturing,326.36,9,Active
C1053,"Sanjay Joshi Group",Finance,310.44,8,Churned
C1061,"Isha Gupta Group",Finance,310.44,8,Active
C1080,"Rohan Sharma Group",Media,310.44,8,Active
C1088,"Reyansh Das Technologies",Healthcare,310.44,8,Active
C1096,"Deepak Gupta Labs",Finance,310.44,8,Active
C1120,"Pooja Rao Solutions",Manufacturing,310.44,8,Active
C1122,"Aarav Gupta Technologies",Logistics,310.44,8,Churned
C1189,"Kiara Patel Group",Media,310.44,8,Churned
C1207,"Sneha Gupta Technologies",Manufacturing,310.44,8,Active
C1230,"Ishaan Patel Industries",Retail,310.44,8,Churned
C1242,"Deepak Bose Group",Finance,310.44,8,Active
C1254,"Rohan Nair Technologies",Education,310.44,8,Active
C1255,"Riya Joshi Labs",Healthcare,310.44,8,Churned
C1314,"Isha Joshi Industries",Healthcare,310.44,8,Active
C1331,"Krishna Bose Industries",Finance,310.44,8,Churned
C1363,"Pooja Gupta Group",Logistics,310.44,8,Active
C1376,"Vivaan Khan Systems",Media,310.44,8,Active
C1387,"Arun Nair Solutions",Finance,310.44,8,Active
C1388,"Sai Bose Group",Retail,310.44,8,Active
C1028,"Ananya Gupta Solutions",Manufacturing,294.52,7,Churned
C1031,"Isha Khan Technologies",Logistics,294.52,7,Active
C1074,"Priya Khan Group",Finance,294.52,7,Active
C1082,"Aadhya Nair Systems",Finance,294.52,7,Active
C1084,"Meera Patel Industries",Finance,294.52,7,Active
C1101,"Zoya Bose Industries",Finance,294.52,7,Active
C1110,"Tara Sharma Solutions",Media,294.52,7,Active
C1136,"Deepak Bose Group",Media,294.52,7,Active
C1146,"Priya Iyer Technologies",Healthcare,294.52,7,Active
C1152,"Nikita Verma Technologies",Finance,294.52,7,Churned
C1171,"Aditya Khan Industries",Retail,294.52,8,Active
C1185,"Zoya Rao Labs",Finance,294.52,7,Churned
C1202,"Karthik Iyer Labs",Finance,294.52,7,Churned
C1211,"Krishna Iyer Solutions",Retail,294.52,7,Active
C1265,"Aditya Reddy Solutions",Retail,294.52,7,Active
C1269,"Aadhya Patel Solutions",Healthcare,294.52,7,Churned
C1270,"Farhan Menon Group",Logistics,294.52,7,Active
C1271,"Myra Gupta Industries",Retail,294.52,7,Active
C1322,"Arjun Khan Systems",Finance,294.52,7,Active
C1372,"Isha Joshi Group",Retail,294.52,7,Active
C1400,"Arjun Bose Solutions",Education,294.52,7,Active
C1419,"Diya Nair Industries",Manufacturing,294.52,7,Active
C1001,"Ishaan Joshi Systems",Unknown,278.6,6,Churned
C1003,"Zoya Das Systems",Finance,278.6,6,Active
C1010,"Tara Iyer Labs",Manufacturing,278.6,6,Churned
C1072,"Rohan Gupta Technologies",Media,278.6,6,Active
C1118,"Ishaan Reddy Group",Education,278.6,6,Active
C1124,"Krishna Sharma Systems",Manufacturing,278.6,6,Active
C1127,"Divya Gupta Labs",Education,278.6,6,Active
C1140,"Aarav Nair Systems",Retail,278.6,6,Churned
C1141,"Ananya Joshi Industries",Finance,278.6,6,Active
C1163,"Meera Menon Industries",Media,278.6,6,Active
C1167,"Aarav Patel Labs",Media,278.6,6,Active
C1193,"Diya Menon Systems",Unknown,278.6,6,Active
C1199,"Aman Singh Labs",Education,278.6,6,Active
C1223,"Vihaan Joshi Industries",Education,278.6,6,Active
C1277,"Kiara Gupta Industries",Logistics,278.6,8,Churned
C1280,"Aman Patel Systems",Healthcare,278.6,6,Active
C1293,"Tara Joshi Systems",Education,278.6,6,Active
C1295,"Aman Joshi Group",Logistics,278.6,6,Active
C1300,"Krishna Sharma Solutions",Retail,278.6,6,Active
C1307,"Rahul Reddy Technologies",Media,278.6,6,Active
C1319,"Divya Bose Group",Finance,278.6,6,Active
C1333,"Aditya Nair Systems",Healthcare,278.6,6,Churned
C1339,"Nikita Iyer Group",Education,278.6,6,Active
C1366,"Kavya Verma Labs",Education,278.6,6,Active
C1390,"Rahul Reddy Labs",Retail,278.6,6,Churned
C1393,"Sneha Bose Technologies",Manufacturing,278.6,6,Active
C1394,"Sai Menon Group",Retail,278.6,6,Active
C1403,"Sai Khan Labs",Media,278.6,6,Active
C1406,"Vihaan Joshi Group",Education,278.6,6,Active
C1420,"Arun Gupta Technologies",Healthcare,278.6,6,Active
C1011,"Rohan Iyer Solutions",Retail,262.68,5,Active
C1025,"Diya Singh Labs",Manufacturing,262.68,5,Active
C1051,"Priya Gupta Labs",Manufacturing,262.68,5,Active
C1068,"Ananya Gupta Industries",Healthcare,262.68,5,Active
C1109,"Kiara Verma Industries",Retail,262.68,5,Active
C1131,"Aditya Menon Industries",Manufacturing,262.68,5,Churned
C1131,"Aditya Menon Industries",Manufacturing,262.68,5,Paused
C1147,"Vivaan Khan Technologies",Manufacturing,262.68,5,Active
C1289,"Karthik Patel Systems",Healthcare,262.68,5,Active
C1292,"Divya Sharma Technologies",Healthcare,262.68,5,Active
C1305,"Ananya Reddy Solutions",Manufacturing,262.68,7,Churned
C1344,"Naveen Verma Technologies",Finance,262.68,5,Active
C1357,"Saanvi Menon Labs",Media,262.68,5,Active
C1371,"Nikita Singh Technologies",Finance,262.68,5,Active
C1402,"Rohan Reddy Industries",Manufacturing,262.68,5,Churned
C1411,"Saanvi Verma Technologies",Education,262.68,5,Active
C1002,"Tara Sharma Technologies",Finance,246.76,4,Active
C1015,"Sanjay Gupta Industries",Finance,246.76,4,Active
C1024,"Vivaan Verma Solutions",Retail,246.76,4,Active
C1038,"Sneha Menon Industries",Logistics,246.76,4,Churned
C1044,"Krishna Bose Solutions",Retail,246.76,4,Churned
C1135,"Nikita Menon Solutions",Education,246.76,4,Active
C1161,"Sneha Das Systems",Healthcare,246.76,4,Active
C1226,"Ishaan Patel Industries",Education,246.76,4,Paused
C1231,"Aditya Patel Group",Logistics,246.76,4,Active
C1276,"Myra Reddy Industries",Logistics,246.76,4,Churned
C1405,"Deepak Gupta Labs",Retail,246.76,4,Churned
C1413,"Kiara Joshi Solutions",Finance,246.76,4,Active
C1157,"Meera Joshi Solutions",Logistics,230.84,3,Active
C1174,"Vivaan Verma Systems",Retail,230.84,3,Active
C1181,"Isha Reddy Labs",Healthcare,230.84,3,Churned
C1228,"Kiara Sharma Solutions",Logistics,230.84,3,Churned
C1287,"Farhan Nair Industries",Education,230.84,3,Churned
C1301,"Sanjay Verma Industries",Logistics,230.84,3,Churned
C1337,"Rohan Patel Systems",Finance,230.84,3,Churned
C1213,"Nikita Verma Labs",Retail,214.92,2,Active
C1106,"Ananya Singh Group",Logistics,199,1,Active
C1196,"Ananya Singh Industries",Finance,99.96,14,Churned
C1354,"Vivaan Reddy Group",Retail,99.96,14,Active
C1126,"Sneha Iyer Group",Retail,96.04,13,Active
C1123,"Vihaan Joshi Solutions",Manufacturing,92.12,12,Active
C1383,"Myra Patel Solutions",Logistics,92.12,12,Active
C1066,"Ishaan Reddy Solutions",Education,88.2,11,Active
C1099,"Ishaan Patel Group",Logistics,88.2,11,Churned
C1115,"Rahul Rao Labs",Finance,88.2,11,Churned
C1125,"Kiara Verma Systems",Media,88.2,11,Churned
C1128,"Sneha Rao Industries",Finance,88.2,11,Active
C1143,"Reyansh Menon Solutions",Retail,88.2,11,Churned
C1197,"Sanjay Menon Industries",Education,88.2,11,Active
C1238,"Tara Gupta Technologies",Media,88.2,11,Churned
C1340,"Zoya Joshi Technologies",Healthcare,88.2,11,Active
C1073,"Vivaan Menon Group",Logistics,84.28,10,Active
C1076,"Arun Khan Labs",Education,84.28,10,Churned
C1138,"Meera Sharma Labs",Retail,84.28,10,Active
C1158,"Farhan Nair Labs",Education,84.28,10,Active
C1192,"Deepak Nair Technologies",Media,84.28,10,Active
C1218,"Reyansh Joshi Group",Education,84.28,10,Active
C1219,"Tara Nair Group",Healthcare,84.28,10,Churned
C1245,"Aadhya Sharma Labs",Logistics,84.28,10,Active
C1283,"Kiara Nair Industries",Healthcare,84.28,10,Active
C1004,"Diya Joshi Labs",Retail,80.36,9,Active
C1036,"Krishna Sharma Solutions",Retail,80.36,9,Active
C1047,"Rohan Das Technologies",Media,80.36,9,Active
C1060,"Aarav Reddy Systems",Media,80.36,9,Active
C1069,"Aadhya Joshi Systems",Logistics,80.36,9,Active
C1077,"Krishna Nair Industries",Retail,80.36,9,Active
C1083,"Deepak Das Group",Retail,80.36,9,Active
C1114,"Aadhya Das Industries",Manufacturing,80.36,9,Active
C1116,"Isha Gupta Group",Finance,80.36,9,Active
C1130,"Nikita Iyer Technologies",Media,80.36,9,Active
C1133,"Divya Nair Solutions",Retail,80.36,9,Active
C1159,"Deepak Bose Systems",Education,80.36,9,Active
C1164,"Saanvi Menon Systems",Healthcare,80.36,9,Active
C1221,"Rahul Gupta Solutions",Education,80.36,9,Churned
C1253,"Karthik Rao Solutions",Media,80.36,9,Churned
C1268,"Deepak Patel Industries",Healthcare,80.36,9,Active
C1279,"Divya Verma Solutions",Finance,80.36,9,Churned
C1309,"Diya Gupta Labs",Education,80.36,9,Active
C1021,"Vivaan Singh Systems",Finance,76.44,8,Active
C1039,"Arjun Iyer Systems",Logistics,76.44,8,Active
C1057,"Reyansh Joshi Industries",Media,76.44,8,Active
C1078,"Rohan Patel Group",Media,76.44,8,Active
C1132,"Sneha Khan Solutions",Finance,76.44,8,Churned
C1170,"Diya Verma Industries",Finance,76.44,8,Churned
C1173,"Kiara Bose Labs",Finance,76.44,8,Churned
C1183,"Sanjay Gupta Labs",Manufacturing,76.44,8,Churned
C1216,"Nikita Khan Systems",Manufacturing,76.44,8,Active
C1219,"Tara Nair Group",Healthcare,76.44,8,Active
C1253,"Karthik Rao Solutions",Media,76.44,8,Active
C1326,"Naveen Sharma Labs",Manufacturing,76.44,8,Active
C1329,"Kavya Das Group",Finance,76.44,8,Active
C1342,"Divya Joshi Systems",Healthcare,76.44,8,Active
C1351,"Priya Gupta Systems",Retail,76.44,8,Active
C1367,"Kiara Gupta Industries",Logistics,76.44,8,Churned
C1412,"Farhan Verma Solutions",Manufacturing,76.44,8,Churned
C1013,"Farhan Das Industries",Retail,72.52,7,Active
C1089,"Reyansh Bose Solutions",Manufacturing,72.52,9,Active
C1095,"Aarav Das Industries",Logistics,72.52,7,Active
C1104,"Farhan Iyer Group",Finance,72.52,7,Active
C1112,"Aarav Singh Labs",Education,72.52,7,Churned
C1119,"Deepak Verma Systems",Logistics,72.52,7,Active
C1165,"Arjun Das Solutions",Logistics,72.52,7,Active
C1176,"Sneha Khan Technologies",Education,72.52,7,Churned
C1177,"Isha Gupta Group",Media,72.52,7,Active
C1229,"Farhan Verma Technologies",Media,72.52,7,Active
C1236,"Saanvi Rao Industries",Education,72.52,7,Churned
C1244,"Myra Sharma Industries",Media,72.52,7,Active
C1278,"Meera Sharma Industries",Media,72.52,7,Churned
C1303,"Farhan Khan Systems",Healthcare,72.52,7,Active
C1306,"Ananya Nair Systems",Media,72.52,7,Active
C1343,"Isha Iyer Technologies",Manufacturing,72.52,7,Active
C1347,"Deepak Khan Solutions",Manufacturing,72.52,7,Active
C1386,"Naveen Singh Technologies",Media,72.52,7,Active
C1014,"Rahul Patel Industries",Media,68.6,6,Active
C1020,"Saanvi Menon Group",Retail,68.6,6,Churned
C1055,"Arun Rao Technologies",Education,68.6,6,Churned
C1064,"Riya Sharma Technologies",Logistics,68.6,6,Active
C1092,"Aman Sharma Solutions",Retail,68.6,6,Active
C1097,"Diya Gupta Industries",Logistics,68.6,6,Churned
C1108,"Saanvi Joshi Systems",Unknown,68.6,6,Paused
C1139,"Arjun Menon Group",Logistics,68.6,6,Active
C1145,"Pooja Reddy Solutions",Logistics,68.6,6,Active
C1160,"Ishaan Singh Group",Education,68.6,6,Active
C1180,"Rahul Menon Labs",Retail,68.6,6,Churned
C1191,"Sai Patel Industries",Healthcare,68.6,6,Active
C1234,"Farhan Singh Industries",Manufacturing,68.6,6,Active
C1235,"Vivaan Bose Technologies",Healthcare,68.6,6,Active
C1321,"Nikita Sharma Group",Logistics,68.6,6,Active
C1323,"Pooja Verma Labs",Manufacturing,68.6,6,Active
C1353,"Farhan Gupta Labs",Retail,68.6,6,Active
C1375,"Tara Bose Group",Healthcare,68.6,6,Active
C1382,"Sai Singh Systems",Logistics,68.6,6,Active
C1391,"Nikita Verma Industries",Logistics,68.6,6,Active
C1408,"Aarav Reddy Labs",Finance,68.6,6,Active
C1409,"Saanvi Iyer Industries",Unknown,68.6,6,Churned
C1022,"Rahul Singh Technologies",Retail,64.68,5,Active
C1058,"Riya Das Labs",Healthcare,64.68,5,Churned
C1070,"Kiara Das Solutions",Manufacturing,64.68,5,Active
C1081,"Ananya Nair Group",Logistics,64.68,5,Active
C1107,"Isha Nair Technologies",Retail,64.68,5,Churned
C1154,"Kiara Das Group",Unknown,64.68,5,Churned
C1225,"Diya Patel Industries",Logistics,64.68,5,Churned
C1225,"Diya Patel Industries",Logistics,64.68,5,Active
C1240,"Aadhya Gupta Group",Finance,64.68,5,Paused
C1243,"Aditya Patel Solutions",Media,64.68,5,Active
C1304,"Karthik Sharma Group",Finance,64.68,5,Active
C1311,"Kavya Rao Labs",Education,64.68,5,Churned
C1318,"Vihaan Sharma Labs",Media,64.68,5,Active
C1358,"Diya Das Systems",Logistics,64.68,5,Churned
C1362,"Aditya Patel Solutions",Education,64.68,5,Active
C1392,"Ananya Rao Industries",Media,64.68,5,Active
C1017,"Rahul Reddy Solutions",Unknown,60.76,4,Active
C1032,"Naveen Menon Industries",Retail,60.76,4,Active
C1042,"Meera Iyer Industries",Finance,60.76,4,Active
C1087,"Diya Iyer Labs",Retail,60.76,4,Active
C1179,"Sneha Iyer Solutions",Media,60.76,4,Churned
C1200,"Kavya Rao Industries",Media,60.76,4,Active
C1208,"Deepak Das Group",Healthcare,60.76,4,Churned
C1215,"Zoya Patel Solutions",Healthcare,60.76,4,Active
C1291,"Diya Rao Systems",Retail,60.76,4,Active
C1360,"Deepak Gupta Group",Education,60.76,4,Active
C1373,"Naveen Patel Group",Logistics,60.76,4,Active
C1379,"Pooja Rao Labs",Media,60.76,4,Active
C1063,"Rahul Menon Systems",Logistics,56.84,3,Churned
C1134,"Tara Reddy Industries",Healthcare,56.84,3,Active
C1168,"Aditya Joshi Solutions",Finance,56.84,3,Active
C1175,"Pooja Bose Solutions",Logistics,56.84,3,Active
C1210,"Deepak Patel Technologies",Healthcare,56.84,3,Churned
C1298,"Riya Menon Systems",Media,56.84,3,Active
C1378,"Sneha Reddy Solutions",Logistics,56.84,3,Active
C1315,"Arjun Das Solutions",Manufacturing,52.92,2,Paused
C1368,"Priya Singh Solutions",Healthcare,52.92,2,Active
